1	18	0.050973
2	5	0.010417
3	38	0.014075
4	42	0.002086
5	38	0.002491
6	12	0.127653
7	11	0.001940
8	23	0.004125
9	1	0.002088
10	9	0.003668
11	5	0.002498
12	40	0.015928
13	16	0.028147
14	15	0.008873
15	10	0.009331
16	22	0.014637
17	27	0.018569
18	7	0.044482
19	35	0.014690
20	29	0.002511
21	42	0.007193
22	37	0.012146
23	16	0.013117
24	38	0.008004
25	13	0.002222
26	42	0.005600
27	26	0.004902
28	20	0.003527
29	22	0.054918
30	17	0.029097
31	15	0.012010
32	33	0.031078
33	37	0.003774
34	2	0.016027
35	6	0.078844
36	31	0.006495
37	11	0.010383
38	4	0.010240
39	45	0.004560
40	38	0.006013
41	43	0.050164
42	13	0.005282
43	42	0.009968
44	32	0.005037
45	44	0.005868
46	13	0.003933
47	4	0.006164
48	32	0.006997
9	1	0.002088
34	2	0.016027
40	3	0.002399
38	4	0.010240
2	5	0.010417
35	6	0.078844
18	7	0.044482
21	8	0.005815
10	9	0.003668
15	10	0.009331
37	11	0.010383
6	12	0.127653
29	13	0.005708
30	14	0.008666
31	15	0.012010
13	16	0.028147
30	17	0.029097
1	18	0.050973
24	19	0.001985
19	20	0.003926
36	21	0.003950
29	22	0.054918
23	23	0.009288
29	24	0.009138
39	25	0.002870
23	26	0.005992
17	27	0.018569
23	28	0.005968
20	29	0.002511
4	30	0.001268
36	31	0.006495
48	32	0.006997
32	33	0.031078
1	34	0.008860
19	35	0.014690
46	36	0.003883
22	37	0.012146
3	38	0.014075
32	39	0.002375
12	40	0.015928
34	41	0.005491
43	42	0.009968
41	43	0.050164
18	44	0.005923
6	45	0.022368
