1	11	1
1	11	1
1	11	1
1	11	1
2	32	1
2	32	1
3	24	1
3	24	1
4	12	1
4	12	1
4	35	1
4	35	1
4	12	1
4	12	1
5	29	1
5	25	1
5	25	1
5	29	1
6	32	1
6	32	1
7	29	1
7	29	1
7	29	1
7	29	1
8	18	1
8	18	1
9	19	1
9	19	1
9	19	1
9	19	1
10	1	1
10	1	1
10	1	1
10	1	1
11	20	1
11	20	1
11	16	1
11	16	1
11	16	1
11	16	1
12	34	1
12	34	1
12	34	1
12	34	1
13	30	1
13	30	1
13	36	1
13	36	1
13	23	1
13	23	1
13	12	1
14	28	1
14	28	1
15	14	1
15	21	1
15	21	1
15	21	1
15	21	1
16	39	1
16	27	1
16	39	1
16	31	1
16	39	1
16	27	1
16	39	1
17	28	1
17	28	1
17	28	1
17	28	1
18	21	1
18	21	1
19	2	1
19	2	1
20	10	1
20	10	1
20	7	1
20	7	1
21	40	1
21	40	1
22	8	1
22	8	1
22	12	1
22	12	1
23	26	1
23	26	1
23	31	1
24	12	1
25	4	1
25	4	1
26	3	1
26	3	1
26	31	1
27	15	1
27	15	1
27	15	1
27	15	1
28	31	1
29	19	1
29	19	1
30	32	1
30	32	1
31	40	1
31	40	1
31	40	1
31	40	1
32	14	1
32	14	1
32	9	1
32	9	1
32	9	1
32	9	1
33	13	1
33	13	1
33	13	1
33	13	1
34	21	1
35	7	1
35	7	1
35	7	1
35	7	1
36	23	1
36	23	1
37	17	1
37	17	1
37	37	1
37	37	1
37	17	1
37	17	1
38	34	1
38	33	1
38	33	1
38	2	1
38	2	1
38	24	1
38	24	1
38	34	1
39	13	1
39	13	1
40	31	1
40	31	1
40	31	1
40	31	1
41	32	1
42	32	1
42	32	1
42	18	1
42	18	1
42	38	1
42	38	1
42	5	1
42	5	1
42	5	1
42	5	1
43	6	1
43	6	1
43	6	1
43	6	1
44	22	1
44	22	1
44	29	1
44	29	1
45	4	1
45	4	1
45	34	1
45	34	1
