1	17	0.018547
2	23	0.014697
3	2	0.038779
4	30	0.020371
5	6	0.023696
6	37	0.032285
7	45	0.026970
8	9	0.029479
9	29	0.016581
10	43	0.036618
11	11	0.013613
12	8	0.015812
13	15	0.013050
14	40	0.117758
15	36	0.030456
16	1	0.011912
17	13	0.012366
18	18	0.011530
19	12	0.019923
20	21	0.057021
21	42	0.020206
22	38	0.033762
23	35	0.010491
24	10	0.065165
25	19	0.028671
26	41	0.026626
27	44	0.034172
28	5	0.041848
29	22	0.099372
30	15	0.012951
31	24	0.037141
32	4	0.035479
33	3	0.013276
34	32	0.015716
35	39	0.077536
36	14	0.056917
37	34	0.013596
38	48	0.043272
39	28	0.032894
40	25	0.043112
41	31	0.043014
42	20	0.027571
43	7	0.048426
44	33	0.016634
45	46	0.008339
46	26	0.014202
47	47	0.037099
48	13	0.013223
16	1	0.011912
3	2	0.038779
33	3	0.013276
32	4	0.035479
28	5	0.041848
5	6	0.023696
43	7	0.048426
12	8	0.015812
8	9	0.029479
24	10	0.065165
11	11	0.013613
19	12	0.019923
48	13	0.013223
36	14	0.056917
13	15	0.013050
46	16	0.013856
1	17	0.018547
18	18	0.011530
25	19	0.028671
42	20	0.027571
20	21	0.057021
29	22	0.099372
2	23	0.014697
31	24	0.037141
40	25	0.043112
46	26	0.014202
33	27	0.013190
39	28	0.032894
9	29	0.016581
4	30	0.020371
41	31	0.043014
34	32	0.015716
44	33	0.016634
37	34	0.013596
23	35	0.010491
15	36	0.030456
6	37	0.032285
22	38	0.033762
35	39	0.077536
14	40	0.117758
26	41	0.026626
21	42	0.020206
10	43	0.036618
27	44	0.034172
7	45	0.026970
45	46	0.008339
47	47	0.037099
38	48	0.043272
