1	64	6116.748731
2	51	644.924070
3	64	8952.222599
4	64	64.951887
5	69	228.717922
6	46	15850.254413
7	46	225994.758718
8	46	71853.285914
9	64	4751.241509
10	41	108755732300.800900
11	46	1538.062236
12	46	2191349.255000
13	64	2487.542918
14	41	205547.676026
15	64	747.316282
16	41	3395766654.873411
17	80	6.675733
18	46	5437.044713
19	64	990.597306
20	64	6143.821274
21	64	2082.363035
22	46	24670.119351
23	64	3940.675876
24	51	374.514354
25	64	1688.215828
26	64	3117.022730
27	64	1572.852591
28	41	8033.497386
29	46	553.299420
30	64	1145.010424
31	64	91.834706
32	22	9190.771742
33	41	4831938.635058
34	64	1007.196412
35	34	3355.604861
36	46	6056.480068
37	64	308.766270
38	64	2582.460100
39	64	2443.925267
40	41	2919662710254.165000
41	64	1037.705157
42	64	334.503363
43	41	376.679071
44	41	215443.001784
45	46	247.140458
18	1	3.735168
12	2	424.851816
30	3	0.173442
14	4	1.296617
19	5	0.135999
12	6	0.889844
29	7	0.406284
38	8	3.945115
44	9	5.806277
3	10	0.173034
16	11	10.927889
9	12	0.042614
34	13	2.631357
11	14	1.472824
41	15	0.836486
1	16	0.433810
25	17	0.470309
7	18	11.860888
21	19	0.535992
28	20	1.543836
38	21	1.067287
12	22	18304.720268
32	23	0.102369
12	24	5.061838
5	25	0.314177
26	26	1.044230
34	27	0.522807
30	28	0.082523
35	29	1.138356
12	30	0.667261
30	31	0.186103
23	32	2.668409
39	33	0.357634
33	34	24327.932500
32	35	0.085927
7	36	60.559019
18	37	1237.825384
15	38	0.113661
3	39	0.255520
17	40	1.129886
40	41	2919662710254.165000
22	42	25.496103
6	43	2.141688
34	44	108.593163
7	45	152.093272
12	46	2191349.255000
21	47	0.560583
40	48	9.823546
28	49	1.777138
12	50	174.838163
18	51	2560.874261
3	52	0.130708
12	53	55.188129
26	54	0.649563
10	55	6.712020
33	56	12.684030
20	57	0.742615
24	58	0.604098
7	59	0.270367
15	60	0.908935
30	61	0.177250
31	62	0.564686
9	63	0.050968
7	64	28621.954986
22	65	3.310918
13	66	0.761559
19	67	0.174369
45	68	1.500919
30	69	712.008658
42	70	2.845009
7	71	1.814177
34	72	0.055426
38	73	1.287058
2	74	12.504850
43	75	5.510841
5	76	0.285806
35	77	1.808681
5	78	0.099848
27	79	1.574615
17	80	6.675733
